alpha,phi,h
0.597619,0.575533,0.991400
0.700000,0.058450,0.751550
0.217143,0.366290,0.898980
0.568572,0.375900,0.292380
0.589286,0.128663,0.503525
0.700000,0.058450,0.751550
0.568572,0.375900,0.292380
0.609524,0.561000,0.538867
0.500000,0.161025,0.764600
0.568572,0.375900,0.292380
0.597619,0.575533,0.991400
0.685715,0.079425,0.574075
0.365306,0.033543,0.659086
0.568572,0.375900,0.292380
0.685715,0.079425,0.574075
0.200000,0.344050,0.686200
0.338775,0.555043,0.746486
0.709524,0.587733,0.901300
0.338775,0.555043,0.746486
0.597619,0.575533,0.991400
0.568572,0.375900,0.292380
0.235714,0.189125,0.906650
0.597619,0.575533,0.991400
0.709524,0.587733,0.901300
0.546428,0.190200,0.757025
0.742857,0.759900,0.497550
0.221429,0.072925,0.616250
0.314286,0.213420,0.656060
0.844048,0.424575,0.625583
0.014286,0.142750,0.953900
0.217143,0.366290,0.898980
0.073469,0.183471,0.912414
0.364286,0.561625,0.939950
0.568572,0.375900,0.292380
0.850000,0.185262,0.762325
0.568572,0.375900,0.292380
0.406123,0.095300,0.900757
0.566667,0.379750,0.728133
0.214286,0.168170,0.724240
0.844048,0.424575,0.625583
0.214286,0.168170,0.724240
0.217143,0.366290,0.898980
0.354762,0.506350,0.794267
0.605714,0.689880,0.809890
0.574286,0.167760,0.406500
0.567857,0.253763,0.801500
0.314286,0.213420,0.656060
0.597619,0.575533,0.991400
0.992857,0.261792,0.811283
0.914286,0.106757,0.711729
0.468571,0.041720,0.648460
0.535714,0.464833,0.780283
0.661905,0.365183,0.560483
0.652381,0.061050,0.703467
0.914286,0.106757,0.711729
0.431428,0.449460,0.834640
0.490476,0.279408,0.668967
0.469388,0.111386,0.812243
0.892858,0.202175,0.954550
0.302857,0.358550,0.839800
0.421428,0.756175,0.617450
0.658572,0.046525,0.809000
0.735714,0.230200,0.804225
0.658572,0.046525,0.809000
0.907142,0.047575,0.480550
0.907142,0.047575,0.480550
0.909524,0.455383,0.415533
0.592857,0.541400,0.482425
0.066666,0.410500,0.824433
0.735714,0.230200,0.804225
0.904762,0.370683,0.940617
0.635714,0.087000,0.818950
0.904762,0.370683,0.940617
0.211905,0.102608,0.448683
0.644286,0.462170,0.487720
0.635714,0.087000,0.818950
0.251429,0.476890,0.642020
0.421428,0.756175,0.617450
0.904762,0.370683,0.940617
0.904762,0.370683,0.940617
0.700000,0.244367,0.721800
0.753571,0.468975,0.737375
0.876191,0.247433,0.763800
0.330952,0.411675,0.784200
0.421428,0.756175,0.617450
0.354762,0.753217,0.594667
0.251429,0.476890,0.642020
0.735714,0.230200,0.804225
0.389286,0.250462,0.929575
0.471429,0.024825,0.646550
0.421428,0.756175,0.617450
0.291837,0.089379,0.787229
0.735714,0.230200,0.804225
0.469388,0.505671,0.713957
0.914286,0.106757,0.711729
0.753571,0.468975,0.737375
0.735714,0.230200,0.804225
0.760000,0.081110,0.612580
0.490476,0.279408,0.668967
0.658572,0.046525,0.809000
0.171429,0.685290,0.544040
0.904762,0.370683,0.940617
0.661905,0.771125,0.881467
0.128572,0.241988,0.684300
0.066666,0.410500,0.824433
0.490476,0.279408,0.668967
0.447619,0.429317,0.826467
0.330952,0.411675,0.784200
0.421428,0.756175,0.617450
0.574286,0.256300,0.952280
0.431428,0.449460,0.834640
0.700000,0.244367,0.721800
0.592857,0.541400,0.482425
0.342857,0.433533,0.681900
0.634920,0.061028,0.798089
0.211905,0.102608,0.448683
0.592857,0.541400,0.482425
0.735714,0.230200,0.804225
0.644286,0.462170,0.487720
0.428572,0.683217,0.517017
0.421428,0.756175,0.617450
0.914286,0.106757,0.711729
0.421428,0.756175,0.617450
0.471429,0.024825,0.646550
0.592857,0.541400,0.482425
0.621428,0.337575,0.457775
0.469388,0.505671,0.713957
0.790476,0.530033,0.844467
0.600000,0.001450,0.890800
0.708928,0.160119,0.498625
0.904762,0.370683,0.940617
0.904762,0.370683,0.940617
0.490476,0.279408,0.668967
0.594285,0.589270,0.674240
0.469388,0.505671,0.713957
0.251429,0.476890,0.642020
0.468571,0.041720,0.648460
0.421428,0.756175,0.617450
0.892858,0.202175,0.954550
0.165714,0.102410,0.682840
0.714286,0.687950,0.820350
0.851786,0.016025,0.675050
0.490476,0.279408,0.668967
0.592857,0.541400,0.482425
0.592857,0.541400,0.482425
0.652381,0.061050,0.703467
0.914286,0.106757,0.711729
0.592857,0.541400,0.482425
0.735714,0.230200,0.804225
0.909524,0.341733,0.946000
0.735714,0.230200,0.804225
0.574286,0.256300,0.952280
0.730357,0.543550,0.763300
0.211905,0.102608,0.448683
0.197143,0.074010,0.958680
0.251429,0.476890,0.642020
0.421428,0.756175,0.617450
0.594285,0.589270,0.674240
0.634920,0.061028,0.798089
0.904762,0.370683,0.940617
0.658572,0.046525,0.809000
0.635714,0.087000,0.818950
0.885714,0.468490,0.707840
0.892858,0.202175,0.954550
0.490476,0.279408,0.668967
0.421428,0.756175,0.617450
0.666667,0.032233,0.904300
0.867347,0.421100,0.575629
0.355357,0.330431,0.934050
0.330952,0.411675,0.784200
0.914286,0.106757,0.711729
0.330952,0.411675,0.784200
0.735714,0.230200,0.804225
0.800000,0.204450,0.757500
0.634920,0.061028,0.798089
0.634920,0.061028,0.798089
0.760000,0.081110,0.612580
0.421428,0.756175,0.617450
0.700000,0.244367,0.721800
0.654286,0.111690,0.708020
0.600000,0.001450,0.890800
0.604762,0.160933,0.685833
0.280952,0.976167,0.865367
0.431428,0.449460,0.834640
0.385714,0.524667,0.850633
0.367857,0.218287,0.727050
0.849206,0.026889,0.564178
0.594285,0.589270,0.674240
0.421428,0.756175,0.617450
0.305714,0.161640,0.571020
0.469388,0.505671,0.713957
0.735714,0.230200,0.804225
0.251429,0.476890,0.642020
0.594285,0.589270,0.674240
0.385714,0.524667,0.850633
0.700000,0.244367,0.721800
0.419048,0.153900,0.981733
0.661905,0.365183,0.560483
0.914286,0.106757,0.711729
0.512245,0.520393,0.374929
0.066666,0.410500,0.824433
1.000000,0.138700,0.882200
0.330952,0.411675,0.784200
0.760000,0.081110,0.612580
0.661905,0.365183,0.560483
0.342857,0.433533,0.681900
0.957143,0.384800,0.501000
0.634920,0.061028,0.798089
0.469388,0.111386,0.812243
0.354762,0.753217,0.594667
0.714286,0.687950,0.820350
0.330952,0.411675,0.784200
0.957143,0.384800,0.501000
0.251429,0.476890,0.642020
0.305714,0.161640,0.571020
0.066666,0.410500,0.824433
0.914286,0.106757,0.711729
0.066666,0.410500,0.824433
0.490476,0.279408,0.668967
0.490476,0.279408,0.668967
0.594285,0.589270,0.674240
0.305714,0.161640,0.571020
0.904762,0.370683,0.940617
0.658572,0.046525,0.809000
0.251429,0.476890,0.642020
0.760000,0.081110,0.612580
0.648571,0.084890,0.455260
0.892858,0.202175,0.954550
0.714286,0.626750,0.983500
0.421428,0.756175,0.617450
1.000000,0.138700,0.882200
0.389286,0.250462,0.929575
0.066666,0.410500,0.824433
0.654286,0.111690,0.708020
0.700000,0.244367,0.721800
0.700000,0.244367,0.721800
0.251429,0.476890,0.642020
0.592857,0.541400,0.482425
0.421428,0.756175,0.617450
0.291837,0.089379,0.787229
0.251429,0.476890,0.642020
0.644286,0.462170,0.487720
0.509524,0.157233,0.593300
0.442857,0.089425,0.816588
0.251429,0.476890,0.642020
0.807143,0.234975,0.665300
0.666667,0.032233,0.904300
0.574286,0.256300,0.952280
0.730357,0.543550,0.763300
0.760000,0.081110,0.612580
0.251429,0.476890,0.642020
0.914286,0.106757,0.711729
0.851786,0.016025,0.675050
0.469388,0.505671,0.713957
0.231429,0.771600,0.814300
0.658929,0.784056,0.690050
0.421428,0.756175,0.617450
0.385714,0.524667,0.850633
0.439286,0.498812,0.972825
0.635714,0.087000,0.818950
0.892858,0.202175,0.954550
0.644286,0.462170,0.487720
0.342857,0.433533,0.681900
0.592857,0.541400,0.482425
0.442857,0.089425,0.816588
0.330952,0.411675,0.784200
0.490476,0.279408,0.668967
0.421428,0.756175,0.617450
0.397619,0.079108,0.909317
0.914286,0.106757,0.711729
0.490476,0.279408,0.668967
0.330952,0.411675,0.784200
0.442857,0.089425,0.816588
0.385714,0.524667,0.850633
0.421428,0.756175,0.617450
0.421428,0.756175,0.617450
0.128572,0.241988,0.684300
0.876191,0.247433,0.763800
0.490476,0.279408,0.668967
0.518367,0.121036,0.730143
0.171429,0.685290,0.544040
0.421428,0.756175,0.617450
0.421428,0.756175,0.617450
0.421428,0.756175,0.617450
0.509524,0.157233,0.593300
0.634920,0.061028,0.798089
0.635714,0.087000,0.818950
0.421428,0.756175,0.617450
0.614286,0.273625,0.956083
0.490476,0.279408,0.668967
0.330952,0.411675,0.784200
0.914286,0.106757,0.711729
0.652381,0.061050,0.703467
0.528572,0.197833,0.983967
1.000000,0.138700,0.882200
0.700000,0.244367,0.721800
0.644286,0.462170,0.487720
0.614286,0.640750,0.476800
0.251429,0.476890,0.642020
0.904762,0.370683,0.940617
0.700000,0.244367,0.721800
0.592857,0.541400,0.482425
0.904762,0.370683,0.940617
0.431428,0.449460,0.834640
0.431428,0.449460,0.834640
0.661905,0.365183,0.560483
0.661905,0.365183,0.560483
0.490476,0.279408,0.668967
0.666667,0.032233,0.904300
0.700000,0.244367,0.721800
0.469388,0.505671,0.713957
0.700000,0.244367,0.721800
0.330952,0.411675,0.784200
0.251429,0.476890,0.642020
0.389286,0.250462,0.929575
0.592857,0.541400,0.482425
0.914286,0.106757,0.711729
0.654286,0.111690,0.708020
0.634920,0.061028,0.798089
0.330952,0.411675,0.784200
0.251429,0.476890,0.642020
0.904762,0.370683,0.940617
0.421428,0.756175,0.617450
0.066666,0.410500,0.824433
0.634920,0.061028,0.798089
0.904762,0.370683,0.940617
0.509524,0.157233,0.593300
0.592857,0.541400,0.482425
0.330952,0.411675,0.784200
0.594285,0.589270,0.674240
0.594285,0.589270,0.674240
0.614286,0.273625,0.956083
0.644286,0.462170,0.487720
0.885714,0.468490,0.707840
0.760000,0.081110,0.612580
0.165714,0.102410,0.682840
0.421428,0.756175,0.617450
0.735714,0.230200,0.804225
0.946429,0.118363,0.921850
0.197143,0.074010,0.958680
0.760000,0.081110,0.612580
0.431428,0.449460,0.834640
0.348572,0.417670,0.603560
0.635714,0.087000,0.818950
0.535714,0.964400,0.797600
0.389286,0.250462,0.929575
0.469388,0.505671,0.713957
0.648571,0.084890,0.455260
0.421428,0.756175,0.617450
0.330952,0.411675,0.784200
0.914286,0.106757,0.711729
0.528572,0.197833,0.983967
0.421428,0.756175,0.617450
0.661905,0.365183,0.560483
0.914286,0.106757,0.711729
0.592857,0.541400,0.482425
0.389286,0.250462,0.929575
0.700000,0.244367,0.721800
0.614286,0.273625,0.956083
0.904762,0.370683,0.940617
0.490476,0.279408,0.668967
0.600000,0.717800,0.845900
0.421428,0.756175,0.617450
0.342857,0.433533,0.681900
0.469388,0.505671,0.713957
0.614286,0.273625,0.956083
0.700000,0.244367,0.721800
0.330952,0.411675,0.784200
0.635714,0.087000,0.818950
0.592857,0.541400,0.482425
0.904762,0.370683,0.940617
0.490476,0.279408,0.668967
0.066666,0.410500,0.824433
0.035714,0.470475,0.659650
0.490476,0.279408,0.668967
0.658572,0.046525,0.809000
0.904762,0.370683,0.940617
0.914286,0.106757,0.711729
0.490476,0.279408,0.668967
0.867347,0.421100,0.575629
0.330952,0.411675,0.784200
0.634920,0.061028,0.798089
0.431428,0.449460,0.834640
0.592857,0.541400,0.482425
0.471429,0.024825,0.646550
0.904762,0.370683,0.940617
0.790476,0.446583,0.911900
0.336735,0.342850,0.434157
0.421428,0.756175,0.617450
0.904762,0.370683,0.940617
0.581633,0.610064,0.801543
0.817857,0.466906,0.607463
0.909524,0.341733,0.946000
0.914286,0.106757,0.711729
0.397619,0.079108,0.909317
0.760000,0.081110,0.612580
0.421428,0.756175,0.617450
0.658572,0.046525,0.809000
0.700000,0.244367,0.721800
0.442857,0.089425,0.816588
0.904762,0.370683,0.940617
0.666667,0.032233,0.904300
0.357143,0.517750,0.615750
0.957143,0.384800,0.501000
0.851786,0.016025,0.675050
0.621428,0.337575,0.457775
1.000000,0.138700,0.882200
0.909524,0.341733,0.946000
0.469388,0.111386,0.812243
0.490476,0.279408,0.668967
0.760000,0.081110,0.612580
0.330952,0.411675,0.784200
0.355357,0.330431,0.934050
0.490476,0.279408,0.668967
0.634920,0.061028,0.798089
0.389286,0.250462,0.929575
0.421428,0.756175,0.617450
0.614286,0.273625,0.956083
0.490476,0.279408,0.668967
0.892858,0.202175,0.954550
0.807143,0.234975,0.665300
0.661905,0.771125,0.881467
0.904762,0.370683,0.940617
0.700000,0.244367,0.721800
0.634920,0.061028,0.798089
0.661905,0.771125,0.881467
0.368571,0.329230,0.764760
0.700000,0.244367,0.721800
0.490476,0.279408,0.668967
0.291837,0.089379,0.787229
0.251429,0.476890,0.642020
0.132143,0.287775,0.954550
0.431428,0.449460,0.834640
0.421428,0.756175,0.617450
0.904762,0.370683,0.940617
0.817857,0.466906,0.607463
0.658572,0.046525,0.809000
0.876191,0.247433,0.763800
0.469388,0.505671,0.713957
0.421428,0.756175,0.617450
0.700000,0.244367,0.721800
0.128572,0.241988,0.684300
0.348572,0.417670,0.603560
0.469388,0.505671,0.713957
0.300000,0.087413,0.901825
0.421428,0.756175,0.617450
0.385714,0.524667,0.850633
0.666667,0.032233,0.904300
0.760000,0.081110,0.612580
0.845238,0.164100,0.962317
0.607143,0.263613,0.582175
0.312245,0.154786,0.754657
0.607143,0.263613,0.582175
0.776190,0.545617,0.747267
0.847619,0.307567,0.881967
0.502857,0.495180,0.599680
0.176191,0.143150,0.727567
0.312245,0.154786,0.754657
0.864286,0.349300,0.776350
0.673810,0.133942,0.854883
0.474286,0.045420,0.946800
0.368571,0.233400,0.916040
0.635714,0.179567,0.881117
0.861905,0.275417,0.797067
0.845238,0.164100,0.962317
0.845238,0.164100,0.962317
0.517857,0.825875,0.713150
0.517857,0.825875,0.713150
0.054286,0.099760,0.729220
0.577551,0.458707,0.873957
0.864286,0.349300,0.776350
0.635714,0.179567,0.881117
0.685714,0.053767,0.787133
0.563265,0.262593,0.897671
0.673810,0.133942,0.854883
0.532143,0.271962,0.931700
0.845238,0.164100,0.962317
0.176191,0.143150,0.727567
0.676191,0.095433,0.753367
0.845238,0.164100,0.962317
0.600000,0.324067,0.918700
0.176191,0.143150,0.727567
0.617857,0.174662,0.669687
0.371428,0.348675,0.740250
0.842857,0.110650,0.869333
0.371428,0.348675,0.740250
0.421428,0.720300,0.811000
0.652381,0.020383,0.974933
0.000000,0.435800,0.859400
0.371428,0.348675,0.740250
0.577551,0.458707,0.873957
0.785714,0.443225,0.962750
0.864286,0.349300,0.776350
0.312245,0.154786,0.754657
0.842857,0.110650,0.869333
0.732142,0.272800,0.746200
0.845238,0.164100,0.962317
0.861905,0.275417,0.797067
0.775000,0.204937,0.879850
0.607143,0.263613,0.582175
0.474286,0.045420,0.946800
0.845238,0.164100,0.962317
0.517857,0.825875,0.713150
0.368571,0.233400,0.916040
0.732142,0.272800,0.746200
0.600000,0.324067,0.918700
0.387755,0.520993,0.787614
0.595238,0.377875,0.564733
0.835714,0.412400,0.678250
0.607143,0.263613,0.582175
0.617857,0.174662,0.669687
0.617857,0.174662,0.669687
0.861905,0.275417,0.797067
0.464286,0.244487,0.958350
0.466666,0.058383,0.585333
0.595238,0.377875,0.564733
0.685714,0.053767,0.787133
0.532143,0.271962,0.931700
0.673810,0.133942,0.854883
0.053572,0.750100,0.709650
0.371428,0.348675,0.740250
0.845238,0.164100,0.962317
0.577551,0.458707,0.873957
0.308163,0.404779,0.451629
0.371428,0.348675,0.740250
0.776190,0.545617,0.747267
0.635714,0.179567,0.881117
0.176191,0.143150,0.727567
0.371428,0.348675,0.740250
0.842857,0.230167,0.840600
0.714286,0.311683,0.670400
0.976624,0.051386,0.917391
0.676190,0.579042,0.933333
0.577551,0.458707,0.873957
0.590476,0.589533,0.711233
0.054286,0.099760,0.729220
0.726786,0.148006,0.842575
0.635714,0.179567,0.881117
0.732142,0.272800,0.746200
0.054286,0.099760,0.729220
0.685714,0.053767,0.787133
0.726786,0.148006,0.842575
0.312245,0.154786,0.754657
0.474286,0.045420,0.946800
0.673810,0.133942,0.854883
0.617857,0.174662,0.669687
0.845238,0.164100,0.962317
0.607143,0.263613,0.582175
0.532143,0.271962,0.931700
0.864286,0.349300,0.776350
0.577551,0.458707,0.873957
0.726786,0.148006,0.842575
0.685714,0.053767,0.787133
0.228572,0.134912,0.280350
0.673810,0.133942,0.854883
0.502857,0.495180,0.599680
0.635714,0.179567,0.881117
0.671429,0.214820,0.932900
0.726786,0.148006,0.842575
0.976624,0.051386,0.917391
0.845238,0.164100,0.962317
0.590476,0.589533,0.711233
0.676190,0.579042,0.933333
0.532143,0.271962,0.931700
0.371428,0.348675,0.740250
0.426786,0.612544,0.938013
0.845238,0.164100,0.962317
0.635714,0.179567,0.881117
0.775000,0.204937,0.879850
0.176191,0.143150,0.727567
0.845238,0.164100,0.962317
0.563265,0.262593,0.897671
0.864286,0.349300,0.776350
0.085714,0.245617,0.907933
0.595238,0.377875,0.564733
0.607143,0.263613,0.582175
0.845238,0.164100,0.962317
0.725000,0.471537,0.778550
0.685714,0.053767,0.787133
0.726786,0.148006,0.842575
0.176191,0.143150,0.727567
0.607143,0.263613,0.582175
0.864286,0.349300,0.776350
0.453572,0.207563,0.877225
0.176191,0.143150,0.727567
0.457143,0.713500,0.664280
0.607143,0.263613,0.582175
0.741071,0.305669,0.446638
0.909524,0.096583,0.622700
0.176191,0.143150,0.727567
0.474286,0.045420,0.946800
0.676190,0.579042,0.933333
0.432143,0.356537,0.765875
0.861905,0.275417,0.797067
0.474286,0.045420,0.946800
0.242857,0.754500,0.875600
0.563265,0.262593,0.897671
0.607143,0.263613,0.582175
0.617857,0.174662,0.669687
0.595238,0.377875,0.564733
0.387755,0.520993,0.787614
0.368571,0.233400,0.916040
0.607143,0.263613,0.582175
0.845238,0.164100,0.962317
0.547619,0.406667,0.644533
0.563265,0.262593,0.897671
0.732142,0.272800,0.746200
0.547619,0.406667,0.644533
0.726786,0.148006,0.842575
0.464286,0.244487,0.958350
0.532143,0.271962,0.931700
0.726786,0.148006,0.842575
0.842857,0.110650,0.869333
0.685714,0.053767,0.787133
0.312245,0.154786,0.754657
0.464286,0.244487,0.958350
0.976624,0.051386,0.917391
0.507143,0.653300,0.570450
0.577551,0.458707,0.873957
0.732142,0.272800,0.746200
0.983674,0.274471,0.746229
0.533333,0.611800,0.741867
0.792857,0.518300,0.734350
0.176191,0.143150,0.727567
0.861905,0.275417,0.797067
0.532143,0.271962,0.931700
0.726786,0.148006,0.842575
0.925000,0.081438,0.871000
0.532143,0.271962,0.931700
0.652381,0.020383,0.974933
0.726786,0.148006,0.842575
0.057143,0.192850,0.703614
0.204762,0.248383,0.980000
0.814286,0.231517,0.731917
0.453572,0.207563,0.877225
0.204762,0.248383,0.980000
0.842857,0.110650,0.869333
0.726786,0.148006,0.842575
0.312245,0.154786,0.754657
0.387755,0.520993,0.787614
0.862857,0.099480,0.826100
0.600000,0.324067,0.918700
0.532143,0.271962,0.931700
0.607143,0.263613,0.582175
0.652381,0.020383,0.974933
0.726786,0.148006,0.842575
0.685714,0.053767,0.787133
0.600000,0.324067,0.918700
0.371428,0.348675,0.740250
0.842857,0.110650,0.869333
0.617857,0.174662,0.669687
0.861905,0.275417,0.797067
0.726786,0.148006,0.842575
0.635714,0.179567,0.881117
0.054286,0.099760,0.729220
0.822857,0.098290,0.778080
0.054286,0.099760,0.729220
0.054286,0.099760,0.729220
0.409524,0.186100,0.893267
0.474286,0.045420,0.946800
0.842857,0.110650,0.869333
0.600000,0.116517,0.612367
0.547619,0.406667,0.644533
0.454762,0.327233,0.719883
0.371428,0.348675,0.740250
0.563265,0.262593,0.897671
0.085714,0.245617,0.907933
0.474286,0.045420,0.946800
0.845238,0.164100,0.962317
0.845238,0.164100,0.962317
0.532143,0.271962,0.931700
0.607143,0.263613,0.582175
0.563265,0.262593,0.897671
0.312245,0.154786,0.754657
0.532143,0.271962,0.931700
0.685714,0.053767,0.787133
0.547619,0.406667,0.644533
0.810714,0.188187,0.764550
0.577551,0.458707,0.873957
0.532143,0.271962,0.931700
0.176191,0.143150,0.727567
0.842857,0.110650,0.869333
0.600000,0.324067,0.918700
0.685714,0.053767,0.787133
0.474286,0.045420,0.946800
0.474286,0.045420,0.946800
0.685714,0.053767,0.787133
0.685714,0.053767,0.787133
0.617857,0.174662,0.669687
0.176191,0.143150,0.727567
0.285714,0.210300,0.553300
0.845238,0.164100,0.962317
0.685714,0.053767,0.787133
0.607143,0.263613,0.582175
0.607143,0.263613,0.582175
0.725000,0.471537,0.778550
0.054286,0.099760,0.729220
0.421428,0.720300,0.811000
0.547619,0.406667,0.644533
0.864286,0.349300,0.776350
0.519047,0.435583,0.738500
0.577551,0.458707,0.873957
0.432143,0.356537,0.765875
0.635714,0.179567,0.881117
0.685714,0.053767,0.787133
0.607143,0.263613,0.582175
0.368571,0.233400,0.916040
0.685715,0.043225,0.554150
0.685714,0.053767,0.787133
0.389796,0.538729,0.631371
0.371428,0.348675,0.740250
0.577551,0.458707,0.873957
0.267347,0.470443,0.883057
0.985714,0.091500,0.999700
0.673810,0.133942,0.854883
0.563265,0.262593,0.897671
0.925000,0.081438,0.871000
0.726786,0.148006,0.842575
0.563265,0.262593,0.897671
0.242857,0.754500,0.875600
0.600000,0.324067,0.918700
0.847619,0.307567,0.881967
0.257143,0.762350,0.933000
0.312245,0.154786,0.754657
0.607143,0.263613,0.582175
0.861905,0.275417,0.797067
0.732142,0.272800,0.746200
0.368571,0.233400,0.916040
0.728571,0.287200,0.203300
0.732142,0.272800,0.746200
0.519047,0.435583,0.738500
0.617857,0.174662,0.669687
0.368571,0.233400,0.916040
0.532143,0.271962,0.931700
0.861905,0.275417,0.797067
